,id,url,type,cost,impression,effect,status,img
536,CR451507852876447744,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR451507852876447744,Image,50,5000,100,,
537,CR451648590364803072,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR451648590364803072,Image,50,5000,100,,
541,CR454832776038842368,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR454832776038842368,Image,50,5000,100,,
544,CR46183886413103104,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR46183886413103104,Image,50,5000,100,,
549,CR466285289153757184,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR466285289153757184,Image,50,5000,100,,
552,CR468396351479087104,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR468396351479087104,Image,50,5000,100,,
556,CR477350774175694848,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR477350774175694848,Image,50,5000,100,,
561,CR479796088035868672,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR479796088035868672,Image,50,5000,100,,
562,CR480218300500934656,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR480218300500934656,Image,50,5000,100,,
569,CR48576423715143680,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR48576423715143680,Image,50,5000,100,,
571,CR487677387383767040,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR487677387383767040,Image,50,5000,100,,
576,CR49508809575497728,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR49508809575497728,Image,50,5000,100,,
578,CR49702323621986304,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR49702323621986304,Image,50,5000,100,,
590,CR508365798172000256,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR508365798172000256,Image,50,5000,100,,
591,CR508928748125421568,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR508928748125421568,Image,50,5000,100,,
594,CR509210223102132224,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR509210223102132224,Image,50,5000,100,,
595,CR510195385520619520,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR510195385520619520,Image,50,5000,100,,
596,CR511321285427462144,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR511321285427462144,Image,50,5000,100,,
600,CR516247097519898624,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR516247097519898624,Image,50,5000,100,,
602,CR519202584775360512,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR519202584775360512,Image,50,5000,100,,
613,CR536513295843065856,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR536513295843065856,Image,50,5000,100,,
614,CR537216983284842496,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR537216983284842496,Image,50,50000,1000,,
622,CR546224182539583488,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR546224182539583488,Image,50,5000,100,,
628,CR553401794445705216,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR553401794445705216,Image,50,5000,100,,
629,CR553964744399126528,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR553964744399126528,Image,50,5000,100,,
633,CR556216544212811776,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR556216544212811776,Image,50,50000,1000,,
636,CR55754035621265408,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR55754035621265408,Image,50,5000,100,,
638,CR558468344026497024,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR558468344026497024,Image,50,5000,100,,
643,CR564097843560710144,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR564097843560710144,Image,50,5000,100,,
645,CR565223743467552768,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR565223743467552768,Image,50,5000,100,,
646,CR566349643374395392,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR566349643374395392,Image,50,5000,100,,
647,CR567475543281238016,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR567475543281238016,Image,50,5000,100,,
652,CR574178166164160512,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR574178166164160512,Image,50,50000,1000,,
654,CR57583622969884672,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR57583622969884672,Image,50,5000,100,,
661,CR61946485108899840,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR61946485108899840,Image,50,5000,100,,
663,CR64198284922585088,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR64198284922585088,Image,50,5000,100,,
669,CR67523208084979712,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR67523208084979712,Image,50,5000,100,,
672,CR72079584270483456,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR72079584270483456,Image,50,5000,100,,
677,CR79397933664960512,https://transparencyreport.google.com/political-ads/library/advertiser/AR105500339708362752/creative/CR79397933664960512,Image,50,50000,1000,,
715,CR111698286754136064,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR111698286754136064,Image,500,5000,10,,
719,CR11463508231192576,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR11463508231192576,Image,50,5000,100,,
723,CR124083185729404928,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR124083185729404928,Image,500,5000,10,,
726,CR125696169287352320,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR125696169287352320,Image,50,50000,1000,,
733,CR133512597449211904,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR133512597449211904,Image,50,5000,100,,
735,CR137447749565022208,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR137447749565022208,Image,50,5000,100,,
739,CR139206968169463808,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR139206968169463808,Image,50,5000,100,,
749,CR148577006261370880,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR148577006261370880,Image,500,5000,10,,
768,CR1616282092830720,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR1616282092830720,Image,500,50000,100,,
785,CR174718994723373056,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR174718994723373056,Image,50,5000,100,,
793,CR179926281792520192,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR179926281792520192,Image,50,5000,100,,
799,CR18293674462937088,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR18293674462937088,Image,50,5000,100,,
804,CR187319397977686016,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR187319397977686016,Image,50,5000,100,,
807,CR188652006070550528,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR188652006070550528,Image,50,5000,100,,
813,CR196990702255603712,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR196990702255603712,Image,50,5000,100,,
818,CR201740592487596032,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR201740592487596032,Image,50,5000,100,,
819,CR202659784208416768,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR202659784208416768,Image,25000,50000,2,,
825,CR209938551184293888,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR209938551184293888,Image,50,5000,100,,
831,CR216100214346350592,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR216100214346350592,Image,50,5000,100,,
835,CR220875393345781760,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR220875393345781760,Image,50,5000,100,,
846,CR22957802787962880,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR22957802787962880,Image,50,5000,100,,
847,CR231373530367787008,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR231373530367787008,Image,50,5000,100,,
856,CR241463748575887360,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR241463748575887360,Image,25000,50000,2,,
863,CR245228476389392384,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR245228476389392384,Image,50,5000,100,,
876,CR255643050527686656,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR255643050527686656,Image,500,50000,100,,
881,CR260804158108467200,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR260804158108467200,Image,50,50000,1000,,
889,CR270585413549162496,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR270585413549162496,Image,50,5000,100,,
891,CR274220398990589952,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR274220398990589952,Image,50,5000,100,,
896,CR279040657966759936,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR279040657966759936,Image,500,50000,100,,
897,CR279224276408598528,https://transparencyreport.google.com/political-ads/library/advertiser/AR10924747533582336/creative/CR279224276408598528,Image,50,5000,100,,
